quadgram	frequency
acceptable to adb to	2
cereal and cassava yields	2
no taxes or duties	2
a local firm as	2
component will help to	2
rural and agricultural interior	2
other initiatives of the	2
of rural populations and	2
time for attending training	2
possible conflicts and establish	2
agricultural sector based on	2
entrepreneurs to prepare their	2
project is technically justified	2
the general population and	2
nature of the activity	2
return of approximately us	2
the new geographic locations	2
the country is required	2
to be withdrawn pursuant	2
ifad experience in the	2
procedures manual to be	2
result in land acquisition	2
transformation and modernization of	2
including the agriculture sector	2
the limited adoption of	2
morocco are amongst the	2
improving the condition of	2
the grm ensures that	2
show that there is	2
or indirect impacts associated	2
concluded under this project	2
by taking advantage of	2
impact could benefit female	2
employment in african countries	2
strengthened by the recruitment	2
under the agriculture modernization	2
actors in the sector	2
into higher value products	2
expand to afar and	2
on market purchases for	2
and technologies for selected	2
specificities and indicators of	2
goal is to increase	2
of the entry into	2
percent of female and	2
conducted taking into account	2
the esmf september afdb	2
ict infrastructures and the	2
t s short term	2
prepared environmental and social	2
the international institute for	2
properly manage the bank	2
disaggregated by men and	2
years will be contingent	2
through revival of agriculture	2
concerning the project including	2
mitigate potential negative impacts	2
the western part of	2
during the field mission	2
will work in synergy	2
number of private initiatives	2
microproject proposals to be	2
does not call for	2
extension service delivery will	2
support mission will be	2
interim country strategy paper	2
priority areas that are	2
commodity technology delivery compacts	2
financing needs of the	2
in a semiautomated manner	2
be available to afghan	2
processing rate for agricultural	2
a wheat strategic reserve	2
the common agricultural policy	2
quality play a determinant	2
loan national government counterpart	2
the cropped area in	2
of these structures will	2
conducted with the support	2
shall be acceptable to	2
would enable a larger	2
conflicts and establish mechanisms	2
to the comprehensive africa	2
management and learning processes	2
esms development and implementation	2
cope with the effects	2
and sustainable livelihood program	2
developing lowlands and horticulture	2
for a large portion	2
youth and climate change	2
depending on the size	2
of the region is	2
for the natural resource	2
and the site specific	2
the province of corrientes	2
food products by the	2
matching grant scheme was	2
project will directly target	2
for supporting farmers to	2
public infrastructure and the	2
crops of the african	2
cooperatives who consider badf	2
policies in support of	2
the sustainability of agriculture	2
in terms of resilience	2
good agricultural practices including	2
by in and by	2
response to the oil	2
among nutritionally vulnerable groups	2
will be coupled with	2
the binh thuan provincial	2
have positive environmental impacts	2
tunisia is an estimated	2
an equal inflation rate	2
implementation phase to ensure	2
affordable ict services and	2
level of risk associated	2
critical role in the	2
program will finance activities	2
department for international cooperation	2
and the firr to	2
the original project as	2
to the unique conditions	2
necessary corporate and governmental	2
contracts are consistent with	2
based on international standards	2
to and mitigating climate	2
the syscohada accrual accounting	2
the current levels of	2
in three different states	2
will finance construction of	2
for market gardening producers	2
proceed with the preparation	2
and internet markets continue	2
malnutrition affects per cent	2
stakeholders representing the interests	2
reforms initiated in the	2
the esmp will be	2
gained in previous projects	2
the voluntary participation of	2
dam and spillway arising	2
the esmf helps to	2
design and deployment of	2
strengthening the agriculture research	2
the af will trigger	2
contribution to the gross	2
grown at an annual	2
exch foreign local total	2
gdp growth and poverty	2
at the opm and	2
this component would focus	2
the esmf addresses the	2
integrated rural development project	2
hoa and ninh thuan	2
of the actions supported	2
access to adequate food	2
implementation agreement of each	2
for classification in category	2
stage pid isds project	2
institutions and good governance	2
regional offices of magap	2
target sites will be	2
to contributing to economic	2
safety conditions for marketing	2
and selected infrastructure and	2
recognizes the importance of	2
participate in supporting the	2
upland areas of the	2
improving access to climate	2
