entity	type	frequency
pedersen	PERSON	1
pech	ORG	1
pearl	GPE	1
peace building fund	ORG	1
payments by category	ORG	1
payments	ORG	1
payables	PERSON	1
paula f. lytle	PERSON	1
patagonia	GPE	1
pastoraux	GPE	1
pastoral interest groups - gip	ORG	1
pastoral community development project	ORG	1
pastoral	ORG	1
passoré province	GPE	1
paskett and philoctete	ORG	1
pashudhan sanjivani	PERSON	1
pashu sakhi	PERSON	1
partnership for agroforestry development project	ORG	1
participatory irrigation management	ORG	1
participatory groundwater management (pgm	ORG	1
participatory forest management project	ORG	1
participative	ORG	1
participation plan	ORG	1
participation ii project description 2.1 project components	ORG	1
participating ppc	PERSON	1
participating financial intermediaries	ORG	1
partial existence	ORG	1
partial credit guarantee	ORG	1
parmparagat krishi vikas yojana	PERSON	1
parliamentary affairs	ORG	1
parliamentary abairs	PERSON	1
paris agreement	ORG	1
pareto	ORG	1
parent project	ORG	1
pardhan	ORG	1
paraguayan	ORG	1
paraguay4	PERSON	1
paraguay,29	GPE	1
paraguay project for improved family and indigenous production	ORG	1
paraguay observatory	PERSON	1
paraguay ministry of agriculture and livestock	ORG	1
paraguay executing	ORG	1
paraguay dominant	ORG	1
paraguay amortization	ORG	1
papua new guinea department of agriculture and livestock proposed development objective(s	ORG	1
paoh	GPE	1
pantanagar	GPE	1
pannell y burton	ORG	1
panjkora	GPE	1
pangani	PERSON	1
pando	GPE	1
pandey	ORG	1
panchayat raj department	ORG	1
pan american health organization/pan american	ORG	1
pakistan implementing agency directorate general agriculture	ORG	1
pakistan department of agriculture, government of khyber pukhthukhwa	ORG	1
pakistan datum	ORG	1
pakistan bureau of statistics	ORG	1
paddy 2.9	ORG	1
padcaya	GPE	1
packhouse	ORG	1
pacific2	GPE	1
pacific rim	LOC	1
pacific islands forum	LOC	1
pacific islands fisheries forum agency	ORG	1
pacific island country	LOC	1
pacific island	LOC	1
pacific community	ORG	1
py	ORG	1
pva	ORG	1
pv	ORG	1
pudc	ORG	1
ptta/	ORG	1
ptta	ORG	1
ptpp	ORG	1
psu	ORG	1
pstad	ORG	1
pso	ORG	1
psdepa	ORG	1
pscedp ii	ORG	1
psced-ii project	ORG	1
psced ii project	ORG	1
psced	ORG	1
psc secretariat	ORG	1
psac/ifc	ORG	1
psac	ORG	1
ps (department of agricultural development	ORG	1
prsp ii	ORG	1
prsf	ORG	1
prre (reconstruction and economic recovery project	ORG	1
provale	ORG	1
prosat	ORG	1
promovare	ORG	1
promise	ORG	1
promer	ORG	1
promarena	ORG	1
project summary general project overview	ORG	1
productive capital 1.1	ORG	1
prodermo-af-2	ORG	1
prodermo	ORG	1
prodemoro	ORG	1
prodakk	ORG	1
procompite	ORG	1
processing & access	ORG	1
prm	ORG	1
private	ORG	1
preefn	PERSON	1
precis/afdb coordination	ORG	1
prcge	ORG	1
pr	ORG	1
pprfj/boad	ORG	1
ppmu	ORG	1
ppiu	ORG	1
ppf coordination	ORG	1
ppf - ua	ORG	1
ppe	ORG	1
ppcc	ORG	1
ppca	ORG	1
ppap integrated pest management	ORG	1
ppap af p146003	ORG	1
ppaf	GPE	1
pos/smes	ORG	1
pos	ORG	1
pos	ORG	1
pornmoniroth	ORG	1
pod	ORG	1
poa	ORG	1
"po/pb 4.36 """	ORG	1
"po/pb 4.11 """	ORG	1
"po/pb 4.10 """	ORG	1
"po/pb 4.04 """	ORG	1
po/pb 4.01	ORG	1
po/pb 17.50	ORG	1
pnseb	ORG	1
pnri	ORG	1
pnr	ORG	1
pnoppa	ORG	1
pnia periodic	ORG	1
pnia ii	ORG	1
png systematic country diagnostic	ORG	1
png agriculture commercialization and diversification project	ORG	1
pnefp	ORG	1
pndp	ORG	1
pndea	GPE	1
pnd-multi-year	ORG	1
pm_c	PERSON	1
pmv 2	ORG	1
pmu personnel8	ORG	1
pmu appointment of	ORG	1
pms	ORG	1
pmp/ipmp	ORG	1
pmp.3.2.6	ORG	1
pmp a public consultation process	ORG	1
pmo-ralg	ORG	1
pmf	ORG	1
pmd) operations	ORG	1
pmca	ORG	1
pmb	ORG	1
pm-bpe	PERSON	1
pm u	ORG	1
pm formulation	ORG	1
plas	ORG	1
pkr	ORG	1
piz	ORG	1
pivertb/essorc	ORG	1
pius	ORG	1
piu ii	ORG	1
piu salaries	ORG	1
pis	ORG	1
pip management	ORG	1
pioj	ORG	1
pio salaries; consulting services	ORG	1
pifs	ORG	1
piducas	ORG	1
pidisdsc21901 basic information a.	ORG	1
pidisdsa26271 basic information	ORG	1
pidisdsa22919 basic information	ORG	1
pidisdsa21555 date prepared/	PERSON	1
pidisdsa20872 date isds prepared/	ORG	1
pidisdsa20175 date prepared	PERSON	1
pidisdsa16622 date prepared/updated:	PERSON	1
pidisdsa16272 date prepared/	PERSON	1
pidc33685 project name poyang lake basin town water environment management project	ORG	1
pidc28743 basic information a.	ORG	1
pidc27800 project name guangxi rural poverty alleviation pilot project (p153892) region east asia and pacific country china	ORG	1
pidc21271 project name smallholder agriculture development and commercialization project	ORG	1
pidc190843 basic information a.	ORG	1
pidc18818 project name national agricultural and rural inclusive growth project (p153349)	ORG	1
pidc12805	PERSON	1
pidc11855 project name bangladesh	ORG	1
pidc10068 project name national agricultural higher education project	ORG	1
pida61676 project name integrated dairy productivity improvement project	ORG	1
pida21011 project name moldova agriculture competitiveness project additional financing (p154238) parent project name moldova agriculture competitiveness project	ORG	1
pida15898 project name agricultural development support project	ORG	1
pida155787 basic information	ORG	1
pida14019 project name nmprp-2 additional financing (p148733) parent project name	ORG	1
pid approved/disclosed	ORG	1
pics	ORG	1
pica	ORG	1
phap	ORG	1
pgrncc (natural resource management	ORG	1
pgfc	ORG	1
pgc	ORG	1
pgai	ORG	1
pfm donor coordination group	ORG	1
pfcus	PERSON	1
peu´s	GPE	1
petropar	ORG	1
pesar	ORG	1
people’s	ORG	1
people''s republic of china implementing agency guangxi foreign capital poverty reduction project management center environmental category b-partial assessment date	ORG	1
people''s republic of bangladesh	GPE	1
peml	ORG	1
pemfar evaluations	ORG	1
pemfar 2016	ORG	1
pejab	ORG	1
pedsa	ORG	1
pdzta	ORG	1
pdzsta-kb''s	ORG	1
pdzsta	ORG	1
pdzp/pndl-afdb	ORG	1
pdus will	PERSON	1
pds	ORG	1
pdpm	ORG	1
pdpc	ORG	1
pdes ii	ORG	1
pddaa	ORG	1
pdcc	ORG	1
pdarp	ORG	1
pdaff	ORG	1
pdac	ORG	1
pcu/ministry of rural development	ORG	1
pcr_c om	ORG	1
pcrmp	ORG	1
pcps	ORG	1
pcms/mi/mae/c	ORG	1
pbrg	ORG	1
pbg	ORG	1
patag eaj ppf	ORG	1
patafi	ORG	1
pat	ORG	1
passnm	ORG	1
pask ii	ORG	1
pasidp i.	ORG	1
parset	ORG	1
parg ii	ORG	1
parede 1 & 2	ORG	1
parces	ORG	1
par ii	ORG	1
papmv-i & ii	ORG	1
papmv-1 & 2	ORG	1
papakin	ORG	1
papagro	ORG	1
pap, program implementation	ORG	1
pap communities	ORG	1
pap 1	ORG	1
pansandad	ORG	1
pamra	ORG	1
pamoci	ORG	1
pajeb	PERSON	1
pairi/waemu	ORG	1
pairb	ORG	1
paiim	ORG	1
paho/panaftosa	ORG	1
pagba	ORG	1
pafos	ORG	1
padmar	ORG	1
pades	ORG	1
padel and pahabo	ORG	1
padefa-ena)	ORG	1
padefa-ena''s	ORG	1
padefa	ORG	1
padecas)	ORG	1
pade/pacadec	ORG	1
padaer	ORG	1
pacm	ORG	1
pac	ORG	1
pabvarc	ORG	1
paafe	ORG	1
paac/apca	ORG	1
p<0.4	ORG	1
p2rs-chad	ORG	1
p175036	PERSON	1
p174315) region estimated board date practice area	ORG	1
p173398)	ORG	1
p172562)	ORG	1
p172562	GPE	1
p171331	GPE	1
p170728) region estimated board date practice area	ORG	1
p170419	ORG	1
p169758) region estimated appraisal date estimated board date practice area	ORG	1
p169758	ORG	1
p168606	PERSON	1
p167678	PERSON	1
p165873)	ORG	1
p165873	ORG	1
p165228	ORG	1
p165129	PERSON	1
p164967 groundnut competitiveness	PERSON	1
p164764)	ORG	1
p164764	ORG	1
p164747	ORG	1
p164603	ORG	1
p164443 women''s economic empowerment rural development project	ORG	1
p164326	GPE	1
p164024	ORG	1
p163980)	ORG	1
p163836) region estimated appraisal date estimated board date practice area	ORG	1
p163836 uganda	ORG	1
p163533 odisha integrated irrigation project for climate resilient agriculture	ORG	1
p163474	PERSON	1
p163424 lending instrument development policy lending borrower(s)	ORG	1
p163424	GPE	1
p163318 lending instrument development policy lending borrower(s	ORG	1
p163138 guangxi poverty reduction program	ORG	1
p163081)	ORG	1
p163081 parent project	ORG	1
p162525	PERSON	1
p162397 parent project	ORG	1
p162119	PERSON	1
p161706	GPE	1
p161373 parent project	ORG	1
p161262	GPE	1
p160964 parent project	ORG	1
p160945	PERSON	1
p160700 lending instrument development policy lending borrower(s) government of benin implementing agency ministry of economy and finance	ORG	1
p160606	PERSON	1
p160029 parent project id	ORG	1
p159052 parent project	ORG	1
p159037 parent project	ORG	1
p158983)	ORG	1
p158983 parent project	ORG	1
p158710 parent project	ORG	1
p158522 parent project	ORG	1
p158520	ORG	1
p158119	ORG	1
p157898	PERSON	1
p157801 parent project	ORG	1
p157736 parent project	ORG	1
p157736	PERSON	1
p157282 parent project	ORG	1
p156963	ORG	1
p156413	ORG	1
p156197	PERSON	1
p154807)	ORG	1
p154784 parent project	ORG	1
p154784	PERSON	1
p154482	ORG	1
p154447 borrower(s	ORG	1
p153466)	ORG	1
p151869 borrower(s	ORG	1
p151869	GPE	1
p151432)	ORG	1
p151432 project name: enhancing shared prosperity through equitable services	ORG	1
p151324	PERSON	1
p151072 borrower(s	ORG	1
p150928	ORG	1
p150523 borrower(s	PERSON	1
p149555 lending instrument development policy financing borrower(s	ORG	1
p149279	ORG	1
p147854 borrower(s	ORG	1
p147629 borrower(s	ORG	1
p133326 borrower(s	ORG	1
p133133	GPE	1
p132846 borrower(s	ORG	1
p127743 project name:	ORG	1
p127743	ORG	1
p125728 borrower(s	ORG	1
p122124	PERSON	1
p122065	ORG	1
p120836	GPE	1
p119432 project name	ORG	1
p116974	GPE	1
p115886 project name: agricultural productivity and diversification additional financing	ORG	1
p115351	ORG	1
p112635	GPE	1
p112526 project name:	ORG	1
p112526	GPE	1
p100406)	ORG	1
p100406 borrower(s	ORG	1
p094784	PERSON	1
p088799	PERSON	1
p. van den bossche	PERSON	1
p.	GPE	1
p-ss	ORG	1
p-sn-aag-003	PERSON	1
p reparat	LOC	1
p & d	ORG	1
oyo-owando	ORG	1
owando	PERSON	1
ouémé valley agricultural infrastructure support project	ORG	1
ouémé superieur	PERSON	1
ouémé	ORG	1
outputs	LOC	1
output 1	LOC	1
output	ORG	1
outcome 8	ORG	1
outcome 4 (greater	ORG	1
oumoul khairy niang-mbodj	PERSON	1
oum	ORG	1
ouled biram	PERSON	1
ouham péndé (bozoum	ORG	1
ouham péndé	ORG	1
ouham pandé (bozoum	ORG	1
ouham pandé	ORG	1
ouessè	GPE	1
oueme	PERSON	1
oudomxay	GPE	1
oubangui	ORG	1
ouaké	GPE	1
other natural resource aspects poverty	ORG	1
other natural resource aspects policy	ORG	1
other natural resource aspects 10	ORG	1
other decision	ORG	1
oslo consultative group	ORG	1
oshana	PERSON	1
orissa tribal empowerment and livelihoods programme	ORG	1
oriente	PERSON	1
organogram annex 3	ORG	1
organizational	ORG	1
organization of the project	ORG	1
organization of project	ORG	1
organization of markets	ORG	1
organization of malnutrition screening campaigns	ORG	1
organization of african unity convention governing the specific aspects of refugee problems	ORG	1
organization of african unity convention governing specific aspects of refugee problems	ORG	1
organization structure 3.8	ORG	1
organisation	ORG	1
organic agriculture research centre -	ORG	1
organic agriculture research centre	ORG	1
orellana	GPE	1
ordu	ORG	1
ordinary capital)(e	GPE	1
order n ° 183	ORG	1
orange	ORG	1
optimal management of public investment action 1	ORG	1
opscom	ORG	1
oportunidades	PERSON	1
operations & maintenance	ORG	1
operationalization of the water charter	ORG	1
operational program report for uruguay	ORG	1
operational instrument:	ORG	1
operation name bj - second fiscal reform and growth dpf region africa country	ORG	1
operation & maintenance 13	ORG	1
open competitive bidding	ORG	1
oparinde	PERSON	1
opala	GPE	1
onon-balj national park	PERSON	1
ongoing ifad	PERSON	1
ondorkhaan town	ORG	1
onddrkhaan town	PERSON	1
on-lending policy (adb/bd	ORG	1
omuto	GPE	1
omusati	PERSON	1
ombella-mpoko	PERSON	1
okhindiin tai	PERSON	1
oio regions	ORG	1
ohio state university	ORG	1
ohangwena	ORG	1
ogun	PERSON	1
office/vehicle operation and maintenance	ORG	1
office of the provincial	ORG	1
office of the prime	ORG	1
office of the ministry of state for displaced persons’ affairs	ORG	1
office of the directorate of public procurement (	ORG	1
office of the comptroller general	ORG	1
office of the	ORG	1
office of treasury registrar,	ORG	1
office of anticorruption and integrity	ORG	1
office national du bois	ORG	1
office equipment(tbd	ORG	1
office accommodation	ORG	1
odisha state	GPE	1
odisha economic survey of	ORG	1
odisha community tanks management project	ORG	1
odebrecht africa fund	ORG	1
objectives development	ORG	1
objectives 1.1.1 accounting	ORG	1
orsep	ORG	1
ops_f	GPE	1
opgw	ORG	1
opex	ORG	1
operations	ORG	1
opec fund for international development amount	ORG	1
opec	ORG	1
opc	ORG	1
opa	ORG	1
op10	ORG	1
op/pb 7.50 projects	ORG	1
"op/pb 4.12 ""involuntary relocation"""	ORG	1
"op/pb 4.09 """	ORG	1
op/pb 4.01	ORG	1
op/bp4.37 on dam safety	ORG	1
op/bp4.37	ORG	1
op/bp4.36	ORG	1
op/bp4.10	ORG	1
op/bp 7.5	ORG	1
op/bp 4.04 (	ORG	1
op/bp 10.00	ORG	1
onpi	ORG	1
onpes	ORG	1
onef	ORG	1
oncss	ORG	1
onccs	ORG	1
onab	ORG	1
oie/fao	ORG	1
oie-pvs,30 2014	ORG	1
oie-pvs	ORG	1
ohada	ORG	1
og	ORG	1
oep	ORG	1
ocpv	ORG	1
ocbi	ORG	1
oc-ur	ORG	1
obc	ORG	1
o4.09	ORG	1
o m e s medium term	ORG	1
n’zi	ORG	1
n’guel beyli	PERSON	1
n’djamena	ORG	1
nyiragongo	GPE	1
nyimur (north east	ORG	1
nyasa	GPE	1
nyama	PERSON	1
nuwara eliya	PERSON	1
nutritionnelle	GPE	1
nutritionally	ORG	1
nutrition  baseline survey	ORG	1
nusa tenggara	PERSON	1
nurses	PERSON	1
nurseries	ORG	1
nurata	ORG	1
nuno maria brilha vilela	PERSON	1
number	PERSON	1
nueva segovia	GPE	1
nsele	ORG	1
nowshera	ORG	1
notwithstanding	ORG	1
notice 2 start	ORG	1
norwegian development cooperation agency	ORG	1
northwestern	ORG	1
northern regions,14	LOC	1
northern region sustainable livelihoods through livestock development project	ORG	1
northern province	GPE	1
northern pakistan	LOC	1
northern mountains	LOC	1
northern cameroon	LOC	1
northern areas development programme	ORG	1
north-eastern provinces project	GPE	1
north-east	GPE	1
north-south	GPE	1
north-east nigeria	GPE	1
north-central province	GPE	1
north-central	GPE	1
north versus	GPE	1
north to south	GPE	1
north west	LOC	1
north ubangi	GPE	1
north rukuru	LOC	1
north region	GPE	1
north mali 30.11.2016	LOC	1
north east development commission	ORG	1
north department	GPE	1
north coastal zone	GPE	1
north cameroon administrative region	GPE	1
north america	LOC	1
nord-est	ORG	1
nord ubangi	ORG	1
nord	ORG	1
nonconsulting services''	ORG	1
nonconsulting services	ORG	1
non-timber forest products	ORG	1
non-timber forest produce	ORG	1
non-governmental	PERSON	1
non-consulting services	ORG	1
non-concessional debts accumulation	ORG	1
non-client government	ORG	1
non- governmental organizations	ORG	1
non- farm	ORG	1
non consulting  consulting  financial & procurement  luanar 	ORG	1
noi	GPE	1
noella staelens,	PERSON	1
no project financing data	ORG	1
no lesson learnt actions incorporated	ORG	1
no activities entity	ORG	1
nneka okereke	PERSON	1
nkhotakota district	GPE	1
nkhota-kota	GPE	1
nkhata- bay	LOC	1
nkhata bay district headquarters	ORG	1
njombe	GPE	1
njavwa namposya chilufya	PERSON	1
njala university of agriculture	ORG	1
njala & slesca low slesca	ORG	1
niti aayog reports5	ORG	1
nistru	ORG	1
nippes department	ORG	1
nina kolybashkina	PERSON	1
nile river	LOC	1
nile perch	ORG	1
nile	LOC	1
nil xof	PERSON	1
nil waemu banking commission	ORG	1
nil	GPE	1
nikšić	GPE	1
nikki	ORG	1
niger’s sustainable development and inclusive growth strategy 2035	ORG	1
nigeriens nourishing nigeriens	PERSON	1
nigeriens	GPE	1
nigeria➢	PERSON	1
nigeria1	PERSON	1
nigeria)12	PERSON	1
nigeria regional refugee response planv	ORG	1
nigeria p173104 additional financing	ORG	1
nigeria government	ORG	1
nigeria cost & financing fin_src_table1 summary	ORG	1
nigeria - sub	GPE	1
niger-nigeria chamber of commerce	ORG	1
niger).14 - number	ORG	1
niger river	LOC	1
niger executing	ORG	1
